Name;URL;Location;Country;Industries;Industry Group;Description;Full Description or Description;Dealership;AV terminology;Transport ;Mobility;Status;Triangulation?;Layer_Member;Testing Layer
Destiny Resource Services;—;Calgary;Canada;Energy;Energy, Manufacturing, Natural Resources;Destiny Resource Services Corp. provides seismic front-end services to energy explorers and producers, and seismic acquisition companies;Destiny Resource Services Corp. provides seismic front-end services to energy explorers and producers, and seismic acquisition companies, as well as locating services to the oil and gas, and utilities industries in Canada and the United States. The company’s Survey & Mapping division specializes in 3D UnderCanopy global positioning system (GPS), heliportable operations, and geographic information systems (GIS) services, as well as offers a range of alternate survey and GIS service solutions, including bathymetry surveys, integrated GPS/conventional seismic surveys, LiDAR modelling, and digital elevation model products. Its Navigation Technologies division utilizes proprietary software and hardware, which provides navigation, positioning, and asset management technologies to enhance the productivity and safety of seismic operations. The company’s Locating Services division offers advanced locating services, such as ERCB database availability, right-of-way (ROW) survey and utility sweeping, 2D and 3D seismic programs, oilfield construction, GPS mapping, pipeline utilities/inspection, ground disturbance inspection, Alberta one-call management, third-party confirmation, and environmental projects.;False;False;False;False;;CB;;
Detailed Vehicle History;detailedvehiclehistory.com/;New York;United States;Automotive, Autonomous Vehicles;Transportation;Detailed vehicle History is a leading provider of VIN reports that provides 100% accurate and up-to-date information to its customers.;Detailed vehicle History is a leading provider of VIN reports that provides 100% accurate and up-to-date information to its customers. Use our top-notch VIN check or license plate lookup service and verify the complete history of a vehicle that you are interested in. A window sticker is a piece of documentation usually affixed on a car’s window that offers a glance exposition of the special features of a particular vehicle. It usually sheds more light on MSRP, standard and optional equipment, additional packages, fuel economy rating, and more.;False;False;False;False;Active;AV;;
Deutsche Automobil Treuhand;www.dat.de/;Ostfildern;Germany;Automotive, Autonomous Vehicles;Transportation;Deutsche Automobil Treuhand is the competence center and information center of the automotive industry.;Deutsche Automobil Treuhand is the competence center and information center of the automotive industry.;False;False;False;False;Active;AV;;
Devland Innovation;www.devland.us;Houston;United States;3D Printing, Autonomous Vehicles, Computer Vision, Electronics, Human Computer Interaction, Industrial Automation, Internet, Internet of Things, Product Research;Consumer Electronics, Data and Analytics, Design, Hardware, Internet Services, Manufacturing, Science and Engineering, Software, Transportation;Devland is a fund focused on new innovative ventures with wildly underestimated leaders.;Devland is a fund focused on new innovative ventures with wildly underestimated leaders. Devland sources a range of investment opportunities that reflect a path to future technology via current value adding innovations that enterprises need to stay relevant.;False;False;False;False;Active;AV;;
DFM Engineering;www.dfmengineering.com/;Longmont;United States;Industrial Automation;Manufacturing, Science and Engineering;DFM Engineering specializes in the design and manufacture of telescopes, atlas asteroid trackers, optical systems and lidar components.;DFM Engineering specializes in the design and manufacture of telescopes, atlas asteroid trackers, optical systems and lidar components.;False;False;False;False;;CB;;
Diamond Detailing;www.diamonddetailingnc.com;Troutman;United States;Automotive, Autonomous Vehicles;Transportation;Diamond Detailing provides car and boat detailing services.;Diamond Detailing offers car and boat detailing services. They have the training to perfect their skills at polishing and jeweling paint as well as learning how to truly remove stains and odors by cleaning interiors properly with the newest and most effective tools and chemicals in their industry.;False;False;False;False;Active;AV;;
Dielmo 3D;dielmo.com/en/;Valencia;Spain;Consulting;Navigation and Mapping, Professional Services, Software;Dielmo 3D is a software development company that offers LiDAR mapping solutions and geospatial services.;Dielmo 3D is a software development company that offers LiDAR mapping solutions and geospatial services.;False;False;False;False;;CB;;
Dietrich Mobility;www.dietrich-mobility.de;Wenden;Germany;Autonomous Vehicles, Commercial, Customer Service, Rental;Commerce and Shopping, Other, Professional Services, Transportation;Dietrich Mobility provides mobility services.;Dietrich Mobility is a towing and recovery sector in the field of roadside assistance. They provide commercial vehicles, truck styling, mobility service provider, rental, bosch car service, and caravan service. They offer private and commercial customers well-maintained rental vehicles.;False;False;False;False;Active;AV;;
Digital Mapping;admap.com/;Huntington Beach;United States;Information Technology;Information Technology, Other;Digital Mapping (DMI) is a California Corporation and a certified minority women-owned small business.;Digital Mapping, Inc. (DMI) is a California Corporation and a certified minority women-owned small business (WBE/MBE). DMI has more than 28 years of experience in Aerial Photography, LiDAR, Digital Photogrammetry, Digital Orthophotography, Topographic and Planimetric Mapping and related services. DMI is constantly innovating by staying on the leading edge of technology and also providing their clients with unmatched services. Throughout the years they have helped clients with surveying, program management, data analysis, geospatial data acquisition and processing. DMI’s proven track record has provided top-quality services while satisfying each client’s proposed budget and delivering top-notch images.;False;False;False;False;;CB;;
Digital Waveform Systems, Inc.;www.digitalwaveform.com/;Tucson;United States;Autonomous Vehicles, Communications Infrastructure, Software, Telecommunications, Wireless;Hardware, Mobile, Software, Transportation;Digital Waveform is a wireless technology company that specializes in non-linear, digital communications, radar, and networking systems;Digital Waveform Systems, Inc. specializes in the research, design, and development of advanced, state-of-the-art, 5G-based next-generation digital communications, radar, and networking systems. The Company refers to this system concept as the Multiple-Input, Multiple-Output Intermodulation Spread Spectrum (MIMO-ISS) System. The MIMO-ISS System is a non-linear digital communications product technology. The product technology targets next-generation, 5G global cellular markets. As a 5G product portfolio concept, the MIMO-ISS System targets applications including: 5G services, automotive radar, internet-of-things applications, agile and robust networking, and “smart city” networks. MIMO-ISS is proprietary and patent pending. The integrated product portfolio is composed of three core technology systems. These core technology systems are the following: (1) the MIMO-ISS Waveform System, (2) the MIMO-DPR Radar System, and (3) the MIMO-CRN Networking System.;False;False;False;False;Active;AV;;
Dignita;www.dignita.com/;Umeå;Sweden;Autonomous Vehicles, Electric Vehicle, Hardware;Hardware, Transportation;Dignita is a market-oriented technology company with long experience in the motor industry, road safety.;"Dignita is a market-oriented technology company with long experience in the motor industry, road safety. Our goal is to develop high quality and affordable products that reduce the number of vehicles and work-related accidents that are due to the use of drugs. We are today one of Sweden's leading companies in our industry with offices in Umeå and Örebro and have operations in Norway, Finland, Poland and England. Dignita Systems AB is a Swedish technology and knowledge company that develops safety-promoting products and services for traffic and workplace. Our vision is ""Together, we save lives"", through the use of our products and services, the number of deaths as well as injured in traffic and working life can be greatly reduced. Dignita delivers quality assurance that allows a company or individual to know if they can perform a vehicle, perform an activity or work in a safe manner in accordance with current legislation for the use of alcohol in traffic and working life. Dignita Systems AB is a company characterized by staff with a high degree of commitment and long experience in road safety and automotive industry. We are proud that our products contribute to the Swedish Zero Vision, which aims to minimize the number of dead and severely injured in traffic accidents. Our products have undergone quality assurance and are certified according to Cenelec standard in the EU with extensive tests on MHF Test Lab. Our owner is the American investment company Abry Partners, who also owns the world-leading alloy lock company Smart Start . Together we have done nearly 1 million aluminum alloy installations and have a constant 120,000 active installations.";False;False;False;False;Active;AV;;
